training,1,1.1,4,3,1.2,72
training,1,1,9,4,1,231
training,1,1,2,5,1,4
training,1,0,3,3,0,40
training,1,1,5,3,0,900
training,1,1,6,5,1,279
training,1,1,1,2,1,234
training,1,1,8,5,1,26
training,1,1,2,5,1,108
training,1,0,3,5,1,900
training,1,1,5,1,1,10
training,1,1,9,1,1,258
training,1,1,8,4,1,109
training,1,1,4,5,1,69
training,1,1,7,2,1,162
training,1,1,6,1,1,70
training,1,1,7,5,1,50
training,1,1,1,3,1,70
realtest,2,1,1,4,1,215
realtest,2,1,6,4,1,164
realtest,2,1,5,5,1,157
realtest,2,1,7,1,1,78
realtest,2,1,2,3,1,128
realtest,2,1,4,4,1,148
realtest,2,1,1,1,1,158
realtest,2,1,6,1,1,109
realtest,2,1,9,5,1,99
realtest,2,0,3,2,0,88
realtest,2,1,8,5,1,104
realtest,2,1,5,5,1,95
realtest,2,1,4,3,1,105
realtest,2,1,8,1,1,197
realtest,2,1,5,3,1,56
realtest,2,0,3,5,0,35
realtest,2,1,1,5,1,73
realtest,2,1,5,4,1,323
realtest,2,1,6,2,1,164
realtest,2,1,8,1,1,270
realtest,2,1,4,2,1,194
realtest,2,1,9,3,1,123
realtest,2,1,8,4,1,146
realtest,2,1,4,3,1,165
realtest,2,1,2,4,1,228
realtest,2,1,8,2,1,189
realtest,2,1,6,1,1,190
realtest,2,1,8,2,1,312
realtest,2,1,7,4,1,141
realtest,2,1,4,3,1,111
realtest,2,1,5,4,1,202
realtest,2,1,9,4,1,153
realtest,2,1,8,1,1,183
realtest,2,1,2,5,1,388
realtest,2,1,7,5,1,688
realtest,2,1,4,2,1,340
realtest,2,1,8,3,1,289
realtest,2,1,4,3,1,80
realtest,2,1,8,4,1,80
realtest,2,1,7,5,1,391
realtest,2,1,9,1,1,362
realtest,2,1,6,5,1,263
realtest,2,1,7,4,1,35
realtest,2,1,2,4,1,34
realtest,2,0,3,1,0,35
realtest,2,1,8,5,1,86
realtest,2,1,5,3,1,705
realtest,2,1,9,2,1,94
realtest,2,0,3,3,0,66
realtest,2,1,8,5,1,486
realtest,2,1,2,4,1,225
realtest,2,1,7,1,1,262
realtest,2,1,9,5,1,124
realtest,2,1,8,1,1,181
realtest,2,1,6,1,1,151
realtest,2,1,5,4,1,414
realtest,2,1,4,5,1,260
realtest,2,1,9,3,1,335
realtest,2,1,7,4,1,130
realtest,2,1,1,1,1,161
realtest,2,1,7,3,1,105
realtest,2,1,5,2,1,216
realtest,2,1,9,2,1,104
realtest,2,1,4,4,1,75
realtest,2,0,3,3,1,900
realtest,2,1,8,4,1,200
realtest,2,1,6,3,1,284
realtest,2,1,5,2,1,174
realtest,2,1,9,5,1,85
realtest,2,1,5,4,1,184
realtest,2,1,2,2,1,260
realtest,2,0,3,4,0,50
realtest,2,1,7,4,1,133
realtest,2,1,2,3,1,215
realtest,2,1,7,2,1,37
realtest,2,1,9,5,1,98
realtest,2,1,1,5,1,88
realtest,2,1,6,4,1,381
realtest,2,0,3,5,1,900
realtest,2,1,1,5,1,117
realtest,2,1,5,1,1,127
realtest,2,1,1,5,1,119
realtest,2,1,7,1,1,90
realtest,2,1,5,4,1,42
realtest,2,1,1,3,1,413
realtest,2,1,2,1,1,374
realtest,2,1,7,4,1,127
realtest,2,1,4,1,1,409
realtest,2,1,5,5,1,360
realtest,2,1,6,4,1,113
realtest,2,1,5,5,1,161
realtest,2,0,3,3,1,900
realtest,2,1,6,3,1,158
realtest,2,1,2,2,1,140
realtest,2,0,3,5,1,900
realtest,2,1,9,1,1,227
realtest,2,1,8,5,1,248
realtest,2,1,5,3,1,210
realtest,2,1,6,1,1,81
realtest,2,0,3,2,1,900
realtest,2,1,6,5,1,159
realtest,2,1,2,3,1,299
realtest,2,1,7,5,1,52
realtest,2,1,1,1,1,244
realtest,2,1,7,5,1,527
realtest,2,1,5,4,1,457
realtest,2,1,7,4,1,389
realtest,2,0,3,3,1,900
realtest,2,1,4,5,1,76
realtest,2,1,8,5,1,197
realtest,2,1,2,1,1,294
realtest,2,1,1,4,1,494
realtest,2,1,2,4,1,407
realtest,2,1,6,2,1,225
realtest,2,1,5,5,1,90
realtest,2,1,9,3,1,151
realtest,2,0,3,5,1,900
realtest,2,1,6,1,1,159
realtest,2,1,1,5,1,200
realtest,2,0,3,3,1,900
realtest,2,1,9,5,1,231
realtest,2,1,7,2,1,454
realtest,2,1,4,2,1,138
realtest,2,1,6,1,1,248
realtest,2,1,9,4,1,450
realtest,2,1,4,3,1,382
realtest,2,1,9,4,1,444
realtest,2,1,4,4,1,467
realtest,2,1,6,1,1,469
realtest,2,1,1,5,1,351
realtest,2,1,8,4,1,312
realtest,2,1,6,3,1,354
realtest,2,1,7,1,1,326
realtest,2,1,6,3,1,99
realtest,2,1,7,1,1,131
realtest,2,1,4,1,1,162
realtest,2,1,1,4,1,125
realtest,2,1,2,5,1,88
realtest,2,1,1,1,1,169
realtest,2,1,8,1,1,102
realtest,2,1,1,4,1,94
realtest,2,1,8,1,1,227
realtest,2,1,6,2,1,89
realtest,2,0,3,2,1,900
realtest,2,1,4,2,1,227
realtest,2,1,9,2,1,30
realtest,2,1,1,5,1,131
realtest,2,1,2,5,1,124
realtest,2,1,4,5,1,236
realtest,2,0,3,5,1,900
realtest,2,1,6,4,1,135
realtest,2,0,3,5,1,900
realtest,2,1,2,1,1,65
realtest,2,1,4,4,1,475
realtest,2,1,2,3,1,368
realtest,2,1,6,5,1,269
realtest,2,1,8,2,1,140
realtest,2,0,3,2,1,900
realtest,2,1,8,5,1,51
realtest,2,1,1,4,1,312
realtest,2,1,9,3,1,204
realtest,2,1,1,2,1,127
realtest,2,1,7,2,1,189
realtest,2,0,3,3,0,103
realtest,2,1,6,3,1,68
realtest,2,0,3,5,1,900
realtest,2,1,7,5,0,900
realtest,2,1,8,2,0,900
realtest,2,1,7,3,1,79
realtest,2,1,5,5,1,242
realtest,2,1,2,5,1,79
realtest,2,1,5,5,1,141
realtest,2,1,9,2,1,146
realtest,2,1,6,2,1,67
realtest,2,1,5,3,1,70
realtest,2,1,7,2,1,154
realtest,2,1,1,2,1,247
realtest,2,1,4,4,0,900
realtest,2,1,6,4,0,900
realtest,2,1,2,3,0,900
realtest,2,1,4,2,1,49
realtest,2,0,3,3,0,80
realtest,2,1,2,1,1,63
realtest,2,1,8,5,1,67
realtest,2,1,5,2,1,139
realtest,2,0,3,3,0,190
realtest,2,1,5,2,1,27
realtest,2,1,2,4,1,562
realtest,2,0,3,3,0,242
realtest,2,1,8,5,0,900
realtest,2,1,1,2,1,30
realtest,2,1,9,1,1,95
realtest,2,1,7,3,1,75
realtest,2,1,1,5,1,148
realtest,2,1,4,4,1,51
realtest,2,1,8,5,1,83
realtest,2,0,3,4,1,900
realtest,2,1,2,4,1,24
realtest,2,1,1,2,0,900
realtest,2,1,7,3,1,636
realtest,2,1,4,5,0,900
realtest,2,1,9,4,0,900
realtest,2,1,5,5,1,34
realtest,2,1,2,3,1,33
realtest,2,1,9,2,1,164
realtest,2,0,3,3,0,104
realtest,2,1,1,4,1,193
realtest,2,1,5,2,1,22
realtest,2,1,9,1,1,285
realtest,2,1,4,2,1,599
realtest,2,1,8,2,0,900
realtest,2,1,5,2,0,900
realtest,2,1,2,4,1,95
realtest,2,1,4,2,1,318
realtest,2,1,6,4,1,151
realtest,2,1,1,5,1,145
realtest,2,1,9,4,0,900
realtest,2,1,2,4,1,221
realtest,2,1,1,2,1,114
realtest,2,1,9,1,1,358
realtest,2,1,4,4,1,370
realtest,2,1,7,2,1,239
realtest,2,0,3,1,1,900
realtest,2,1,2,3,0,900
realtest,2,1,9,1,1,840
